litter_id,litter_id_link,whelp_date,litter_registration,country_of_birth,sire_name,dam_name,breeders,birth_year
49385,Litter_Detail?LitterID=49385,"Dec 23, 2003",,Netherlands,CASTOR VD BOLLENHOEK,SANNE V EGGELBOLTS STAM,VAN OMME (),2003
11019,Litter_Detail?LitterID=11019,"Dec 23, 2003",KC644849NY,Canada,HAUTBOIS JASPER,HAUTBOIS KASSIE,"VERGE, DVM (QC)",2003
11512,Litter_Detail?LitterID=11512,"Dec 23, 2003",WS069417,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
11883,Litter_Detail?LitterID=11883,"Dec 23, 2003",WS067743,USA,SERENDIPITY SAME OLD WISH,THEY CALL THE WIND MARIAH,BARTNICK (IL) & THORNTON (IL),2003
12523,Litter_Detail?LitterID=12523,"Dec 23, 2003",WS066460,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
15326,Litter_Detail?LitterID=15326,"Dec 22, 2003",,Switzerland,HIRONIMUS V KÄPFLESBERG,DARIA V HAUTZENBICHL,MARET,2003
19731,Litter_Detail?LitterID=19731,"Dec 22, 2003",,Netherlands,XTRALARGE VAN DE WEYENBERG,CATIA VD TREIBER,VAN DIJK (),2003
8661,Litter_Detail?LitterID=8661,"Dec 22, 2003",LE722632NY,Canada,LENTREROCHE FILOU PRES DU MONT,LENTREROCHE EDELWEISS,VANNOD (QC),2003
5743,Litter_Detail?LitterID=5743,"Dec 22, 2003",WS070981,USA,SEPP V RÜSCHBODE,BLUEMT'S PURSUIT OF PERFECTION,CAMPBELL (VT),2003
7189,Litter_Detail?LitterID=7189,"Dec 22, 2003",WS068443,USA,JUSTIN FROM BALIHARA RANCH,TAKARI MAIBOCK HEART STRINGS,HAFNER (NY),2003
6956,Litter_Detail?LitterID=6956,"Dec 22, 2003",WS073702,USA,LABANC-VÖLGYI ASTERIX,THELENAI ORZO KITTI,COUNCIL (TX),2003
23596,Litter_Detail?LitterID=23596,"Dec 22, 2003",,United Kingdom,SNOANDA KING CREOLE,THORSKER LADY OF THE MOOR,BARNARD (),2003
25749,Litter_Detail?LitterID=25749,"Dec 22, 2003",,France,PUZZLE DE LA CLARIERE AUX CERFS,DELASSIE XENA SWISS KISS,MOCELLIN (),2003
23631,Litter_Detail?LitterID=23631,"Dec 21, 2003",,Germany,ROBBY VON AZURA,HANNA VOM VEIT,SCHEFFLER (),2003
20659,Litter_Detail?LitterID=20659,"Dec 21, 2003",,Switzerland,FALCO V GABIAR,BOMA V ZEDRUS,WIESNER (),2003
59815,Litter_Detail?LitterID=59815,"Dec 21, 2003",,Netherlands,HANDIGE HENK FROM THE BARKING BUNCH,SANJA FLODDER V.D. HENDRIKAHOEVE,KAASJAGER-POL (),2003
7685,Litter_Detail?LitterID=7685,"Dec 21, 2003",,Germany,HIRONIMUS V KÄPFLESBERG,NINA V COLMBERG WÄLDCHEN,JUNGMICHEL,2003
5826,Litter_Detail?LitterID=5826,"Dec 21, 2003",WS068012,USA,LAD'S RUI DE LA SUEDE,ALANA VON ALPENTRAUM,BROWNSTEIN (NJ) & ROSA (MA),2003
12392,Litter_Detail?LitterID=12392,"Dec 21, 2003",WS065991,USA,BENS MARDI-GRAUS CINDY,LITTLE SWEET LIZZIE,THUNDERBIRD (OR),2003
14112,Litter_Detail?LitterID=14112,"Dec 21, 2003",WS072098,USA,BULL VALLEY'S KROOZE CONTROL,BERNELL'S ESPARANZA,LUNDH (IL) & LUNDH,2003
11069,Litter_Detail?LitterID=11069,"Dec 20, 2003",LN742002NY,Canada,OBERNOIS MIRADOR TAO,OBERNOIS SAPHIR L'ELEGANTE,BEAUDRY (QC),2003
5386,Litter_Detail?LitterID=5386,"Dec 20, 2003",WS066964,USA,TAKARI'S SAY THE MAGIC WORD,TAKARI'S MORNING MYST,HAFNER (NY),2003
6955,Litter_Detail?LitterID=6955,"Dec 20, 2003",WS067844,USA,CLORINO DANBORG,GABRIEL-BERNAE'S DELIGHT,BEILER JR.,2003
24711,Litter_Detail?LitterID=24711,"Dec 20, 2003",,France,MEDOC DIT CIBO DES HAUTES VERNADES,RUMBA DE BAKEAN DE JAMOTENIA,TARAL (),2003
34750,Litter_Detail?LitterID=34750,"Dec 20, 2003",,Netherlands,EALEY V.D. BUUT VRIJ HOEVE,DONNA V BERNETTA,VAN DIJK (),2003
27643,Litter_Detail?LitterID=27643,"Dec 20, 2003",,Germany,KARINO V GREUT,PRETTY VOM GOLDBACHTAL,SCHNEIDER (),2003
5746,Litter_Detail?LitterID=5746,"Dec 19, 2003",WS073251,USA,ZANDRINA'S HUBERT,OCTOBER'S BLITHE SPIRIT,SMITH (GA) & SMITH (GA),2003
11114,Litter_Detail?LitterID=11114,"Dec 19, 2003",HS548928NY,Canada,URIEL V KOPFREIN,GOLDENBREEZ MOUNT BLUE BEARRY,PARKINSON (ON),2003
11076,Litter_Detail?LitterID=11076,"Dec 18, 2003",KQ688145NY,Canada,RAABEHAUS BRAVEHEART EROS,PRINCESSE XENA DE LA PASSION,CLAVEL (QC),2003
13051,Litter_Detail?LitterID=13051,"Dec 18, 2003",WS066719,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
12520,Litter_Detail?LitterID=12520,"Dec 18, 2003",WS070682,USA,MAINE'S PREFERRED STOCK,STARDUST VENUS BEAUTY,JASKA (TX) & UNDERWOOD,2003
12742,Litter_Detail?LitterID=12742,"Dec 18, 2003",WS074846,USA,THISTLE'S THIRTY-TWO DEGREES,SAYITZ THISTLE'S WILD ANGEL,RYAN (CA),2003
12216,Litter_Detail?LitterID=12216,"Dec 18, 2003",,,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
18113,Litter_Detail?LitterID=18113,"Dec 18, 2003",WS065848,USA,HAVENWOOD'S DONNER V LINDENHOF,YOD BRITTANY BREEZE,YODER (PA),2003
7672,Litter_Detail?LitterID=7672,"Dec 18, 2003",WS068768,USA,TUJALIGETI MAGNUSZ,BIG GHOST BUSTER GENE,SCHWARTZ (MO),2003
30326,Litter_Detail?LitterID=30326,"Dec 18, 2003",,USA,STONEHILL'S INHERIT THE WIND,STONEHILL'S SCOUT OF STARS,UNKNOWN (),2003
30372,Litter_Detail?LitterID=30372,"Dec 18, 2003",,France,NOUKOS DES HAUTES VERNADES,NINETTE DES SEIGNEURS DE SAINT ANDRÉ,GRAND (),2003
59431,Litter_Detail?LitterID=59431,"Dec 18, 2003",,Netherlands,QUANDO V OBERHOLZER FORST,QUARTET CARMEN DE PASSACAGLIA,JAARSVELD-KEVELAM VAN (),2003
35765,Litter_Detail?LitterID=35765,"Dec 18, 2003",,United Kingdom,TICKBERN CRAFTSMAN,SHELL SEEKER,SYLVESTER (),2003
68581,Litter_Detail?LitterID=68581,"Dec 17, 2003",,Netherlands,EDOR V.'T HANSHUUS,SENNE,,2003
35273,Litter_Detail?LitterID=35273,"Dec 17, 2003",,Netherlands,KRISTIAN Z. GEMERSKEJ POLOMY,UMA V WADWEYDE,SCHUTTE KUIJPER (),2003
26330,Litter_Detail?LitterID=26330,"Dec 17, 2003",,Japan,ZANZEBERN SAFIN,VIGNUS CHANNELER OF A.K.O DREAM,AKO,2003
5199,Litter_Detail?LitterID=5199,"Dec 17, 2003",KN670368NY,Canada,SCHURLIKE EXTRAVAGANT ELI,SWISSKISS SWEET SENSATION,HUBER (BC) & KNOWLES (BC),2003
11948,Litter_Detail?LitterID=11948,"Dec 17, 2003",WS068717,USA,EGON Z LPELKEJ KOTLLNY,MORNING SUN TIA HILLSWORTH,UNKNOWN (),2003
9408,Litter_Detail?LitterID=9408,"Dec 17, 2003",KN669813NY,Canada,BLOEMCO'S AVITAR,ANDREW'S HAUS JOANIE,RUPKE,2003
10885,Litter_Detail?LitterID=10885,"Dec 16, 2003",FE370178NY,Canada,CALLISTOS SHINING EXCALIBUR,CALLISTOS ORACLE OVER AVALON,CARMICHAEL (ON),2003
10880,Litter_Detail?LitterID=10880,"Dec 16, 2003",WS077808,USA,VON ENGEL'S KRAMER V SANTERA,VON ENGEL'S NOTHING ELSE WILL DEW,VON ENGEL,2003
5327,Litter_Detail?LitterID=5327,"Dec 16, 2003",WS079927,USA,AMATO V VINDONISSA,SKYLYN'S CUSTOM BLEND,MCLEAN (MI),2003
29164,Litter_Detail?LitterID=29164,"Dec 16, 2003",,United Kingdom,SNOANDA ALFIE,COLLANSUES FOXY LADY,FLANAGAN,2003
6548,Litter_Detail?LitterID=6548,"Dec 31, 2004",WS116492,USA,JULIO CUERVO TOBLERONE BREW,HAWKHILL REVEILLE CUERVO ZOE,MCCARTHY (SCHWEGLER) (SC),2004
7096,Litter_Detail?LitterID=7096,"Dec 31, 2004",WS121545,USA,ZACK VAN 'T STOKERYBOS,ZANZEBERN ICED PORTRAIT,EBNET (CA),2004
7599,Litter_Detail?LitterID=7599,"Dec 31, 2004",WS112500,USA,CEDARHILLS SERGEANT,BLOEMCO'S SAYDEE,FINK (),2004
14966,Litter_Detail?LitterID=14966,"Dec 31, 2004",,United Kingdom,MONALOU SECRET EDITION,MONALOU NELLY PLEDGE,GURNEY,2004
44403,Litter_Detail?LitterID=44403,"Dec 31, 2004",,Russia,CAMILLO V BÄRGRABEN,SIERA  V SCHEIMATTHOF,FEDOROVICHEVA (),2004
48381,Litter_Detail?LitterID=48381,"Dec 31, 2004",050614,Norway,APOLETANO'S ISAK,APOLETANO'S KIWI KANELLI,HOLST (),2004
59525,Litter_Detail?LitterID=59525,"Dec 31, 2004",,Netherlands,ERIC'S GOBBEL FROM THE BARKING BUNCH,LYNYRDS DOGS GLORRYA GENTLE,VAN TOL (),2004
59821,Litter_Detail?LitterID=59821,"Dec 30, 2004",,Netherlands,SWISS STARS KING OF HEARTS II,SANJA FLODDER V.D. HENDRIKAHOEVE,KAASJAGER-POL (),2004
18519,Litter_Detail?LitterID=18519,"Dec 30, 2004",,Austria,ANGELO V HAUS AGNELLI,SÄTERHUNDENS WORLD WIDE WIKTORIA,AGNELLI,2004
28403,Litter_Detail?LitterID=28403,"Dec 30, 2004",,France,URRICANE DU CHANT DES CYGNES,REDIESE DU PADOUENT D'EN COUBIRAN,BRIAND (),2004
13212,Litter_Detail?LitterID=13212,"Dec 30, 2004",WS116876,USA,WALKERS JACK VON ALPENTRAUM,SONALEVA DORTHY GOOM,UNKNOWN (),2004
15978,Litter_Detail?LitterID=15978,"Dec 29, 2004",,Argentina,YAGO VON GOLDSEE,BELLDAME VON DURRBACH,OTERO & PISANI,2004
11265,Litter_Detail?LitterID=11265,"Dec 29, 2004",WS112667,USA,BLACK JACK VITA CANIS,SUNSET KELSEY ANNE,SMITH (CA),2004
8332,Litter_Detail?LitterID=8332,"Dec 29, 2004",WS113458,USA,ADESA'S HYSTERIA V EDELWEISS,ADESA'S HOT IN THE CITY,KINLEY-BLEWETT (OH),2004
8481,Litter_Detail?LitterID=8481,"Dec 29, 2004",WS114501,USA,BLOEMCO'S JOLLY DUTCHMAN TWO,BLUEBIRDIE VON ALPENTRAUM,DEGROTE (MN),2004
27725,Litter_Detail?LitterID=27725,"Dec 29, 2004",,Germany,IVANHOE V SCHÄFERSGRUND,SALLY VOM HAINICHTAL,SCHACHTEL (),2004
37609,Litter_Detail?LitterID=37609,"Dec 29, 2004",,Australia,ZEIGEN QUALIFIZIEREN,ALPENHUND ELKES ENCORE,,2004
35773,Litter_Detail?LitterID=35773,"Dec 29, 2004",,United Kingdom,FRYSLÂN VOM BURGSEELI,HALESBERN DUTCH TREAT,PAGE (),2004
49932,Litter_Detail?LitterID=49932,"Dec 28, 2004",,Russia,LORD V GEISSBERG,ZHAME,,2004
27656,Litter_Detail?LitterID=27656,"Dec 28, 2004",,Germany,BRUNO-CARLOS VD ZICOWIESE,CORRY VOM BRENTENWÄLDLE,SEITZ (),2004
25056,Litter_Detail?LitterID=25056,"Dec 28, 2004",,France,UTHER PENDRAGON DES HAUTES VERNADES,SALOME DE L'HARNOIS BLANC,ISASCA,2004
35774,Litter_Detail?LitterID=35774,"Dec 27, 2004",,United Kingdom,OAKSTORS DARK EVENING TOWER AT DREAMBERN,PADDYBERN RAZZEL DAZZEL,SHERWOOD (),2004
7080,Litter_Detail?LitterID=7080,"Dec 27, 2004",WS113456,USA,ADESA I'M STEPPING OUT,ADESA'S EASY DOES IT,KINLEY-BLEWETT (OH),2004
11681,Litter_Detail?LitterID=11681,"Dec 27, 2004",NU898590PY,Canada,HELVETICA KASPAR,ANGEE,GOURLAY (QC),2004
11761,Litter_Detail?LitterID=11761,"Dec 27, 2004",MU831413PY,Canada,BLOEMCO'S OTTO VD HOGE VELUWE,BLOEMCO'S LEILA BAROTT,BLOEMERT (AB),2004
6839,Litter_Detail?LitterID=6839,"Dec 26, 2004",WS115448,USA,BERNINA ALPEN ZEUS V LOWENZEHN,SKYLYN'S HOPI,VANBUREN,2004
34784,Litter_Detail?LitterID=34784,"Dec 26, 2004",,Netherlands,DONUT VOM SUBACHTAL,BERBEL V BERNERBROEK,BROEKKAMP (),2004
28848,Litter_Detail?LitterID=28848,"Dec 26, 2004",,United Kingdom,KERNOW MY WAY FOR JAYBIEM,MARKEILA AMAZING AFFAIR WITH DUNTIBLAE,COCHRANE (),2004
19354,Litter_Detail?LitterID=19354,"Dec 26, 2004",,Switzerland,AKI VD LONDORFER KAPELLE,BORA VD HAGROSE,TRAUTWEILER (),2004
20992,Litter_Detail?LitterID=20992,"Dec 26, 2004",,Belgium,BENJGI VAN 'T STOKERYBOS,BUBBLES VAN DE MOORSEMHOEVE,VERLINDEN,2004
18516,Litter_Detail?LitterID=18516,"Dec 25, 2004",,Italy,DUMBLEDOR DEGLI ANTICHI MULINI,WONDERFULL WINTER'S FLOWER DEL SACRO FIUME,UNKNOWN (),2004
34735,Litter_Detail?LitterID=34735,"Dec 25, 2004",,Netherlands,CERO V ALTEN HOLZ,HIMA DARI ROEMAH ANDJING,VERSTOEP,2004
31204,Litter_Detail?LitterID=31204,"Dec 25, 2004",WS114535,USA,BLOEMCO'S BRODI,GOOD HARTH FICHTER BIANCA,UNKNOWN (),2004
47068,Litter_Detail?LitterID=47068,"Dec 25, 2004",,Netherlands,RIDGEWATER IRISH PRINCE OF CORK,AMBER NINJA V.D. HENDRIKAHOEVE,KAASJAGER-POL (),2004
7104,Litter_Detail?LitterID=7104,"Dec 25, 2004",,USA,BENS MARDI-GRAUS CINDY,SOHAPY LITTLE HANNA,THUNDERBIRD (OR),2004
8523,Litter_Detail?LitterID=8523,"Dec 25, 2004",JY680290PY,Canada,WAGENBLAST'S ELIJAH,JIMANNIE DON'T DON'T ME,WAGENBLAST & WAGENBLAST,2004
11808,Litter_Detail?LitterID=11808,"Dec 25, 2004",LJ726693PY,Canada,TERRIS DES ROCHES DU METTEY,LUCKYBERN LAILA SWEET LADY,DESCHAMBAULT (QC),2004
13605,Litter_Detail?LitterID=13605,"Dec 25, 2004",WS114091,USA,BULL VALLEY CLASS ACT V HINKS,TALKABOUT A WALK IN THE PARK,BOGDAN (IL),2004
14802,Litter_Detail?LitterID=14802,"Dec 24, 2004",WS118252,USA,BERNARD Z BEAR,MRYA,UNKNOWN (),2004
7131,Litter_Detail?LitterID=7131,"Dec 24, 2004",WS122826,USA,NERO VD HOLDERSTOCKHÖHE,BERNHAVEN'S LIESL,SMITH (CO),2004
50676,Litter_Detail?LitterID=50676,"Dec 24, 2004",,Netherlands,CASTOR VD BOLLENHOEK,MACEY V.D. HOGE VELUWE,UNKNOWN (),2004
50677,Litter_Detail?LitterID=50677,"Dec 24, 2004",,Netherlands,IVANHOE V SCHÄFERSGRUND,GUCCI MAXIME VD TREIBER,UNKNOWN (),2004
22119,Litter_Detail?LitterID=22119,"Dec 24, 2004",,Belgium,BENTLEY VAN DE KLAVERHOEVE,YANNA VAN DE KLAVERHOEVE,VERSCHUEREN & VERSCHUEREN,2004
29064,Litter_Detail?LitterID=29064,"Dec 24, 2004",,United Kingdom,MARKEILA ALWAYS AHEAD,ARDENTALLEN ASHLEY,ALLAN,2004
27443,Litter_Detail?LitterID=27443,"Dec 24, 2004",,Germany,CASANOVA V JAHNATAL,JENNY VOM FICHTA,UNKNOWN (),2004
27485,Litter_Detail?LitterID=27485,"Dec 23, 2004",,Germany,DERRY VOM NAHETAL,NELLY VOM COLMBERG WALDCHEN,DORNEBURG (),2004
26232,Litter_Detail?LitterID=26232,"Dec 23, 2004",,Belgium,CHAPLI ESSI,BEE VOM LARUMS BERNERHOF,BORMANS,2004
18162,Litter_Detail?LitterID=18162,"Dec 23, 2004",WS115662,USA,ROSEBANK'S TO TIMING TROUBLE,LASSIE MAG,FISHER (),2004
49400,Litter_Detail?LitterID=49400,"Dec 23, 2004",,Netherlands,RONGGA'S GRINGO GANDOR MAX,DIRTY DEMPSY VD HOGE VELUWE,VAN OMME (),2004
45522,Litter_Detail?LitterID=45522,"Dec 23, 2004",,,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2004
12485,Litter_Detail?LitterID=12485,"Dec 23, 2004",WS120555,USA,DE-LI'S THEORY OF RELATIVITY,DE-LI'S TRICK OF THE TRADE,EDWARDS & EDWARDS & OSTERMILLER (NY),2004
11270,Litter_Detail?LitterID=11270,"Dec 22, 2004",WS115285,USA,GREAT LAKES J. SPENCER BARNS,ADESA HONKY TONK WOMAN,KINLEY-BLEWETT (OH),2004
15718,Litter_Detail?LitterID=15718,"Dec 22, 2004",,USA,ARISTOCRAT VAN DE KLAVERHOEVE,WINDSONG'S DARE TO DREAM,UNKNOWN (),2004
47953,Litter_Detail?LitterID=47953,"Dec 22, 2004",,Netherlands,HANDIGE HENK FROM THE BARKING BUNCH,AMIGO V.D. APPELSE HEIDE,UNKNOWN (),2004
26231,Litter_Detail?LitterID=26231,"Dec 22, 2004",,Belgium,XANTHOS VAN DE KLAVERHOEVE,AIKE,VAN OPSTAL,2004
25274,Litter_Detail?LitterID=25274,"Dec 21, 2004",,France,TZAR DES HAUTES VERNADES,OH-LA-LA DU HARAS DE LA VERGNE,ISASCA,2004
29381,Litter_Detail?LitterID=29381,"Dec 21, 2004",,United Kingdom,MONALOU BAXTER THE FUTURE,TICKBERN DOLLY DAYDREAM OF DENFAST,DENNIS,2004
51659,Litter_Detail?LitterID=51659,"Dec 21, 2004",WS119507,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2004
11790,Litter_Detail?LitterID=11790,"Dec 21, 2004",NE980148PY,Canada,RAFFI,SAMATA VON IZMAR,BERTRAND,2004
8834,Litter_Detail?LitterID=8834,"Dec 21, 2004",WS113910,USA,DAKKAR,KENET'S PROUDLY WE HAIL,DESIDERIO (NJ),2004
7391,Litter_Detail?LitterID=7391,"Dec 20, 2004",POLISH,Poland,SIKTOR THE SHOWMAKER AV MILKCREEK,GUCCI Z DEIKOWEJ DOLINY,KACALINSKA,2004
11536,Litter_Detail?LitterID=11536,"Dec 20, 2004",KA738779PY,Canada,BRAYE PHIRMIN,MOMENT OF JOY,MENARD,2004
52718,Litter_Detail?LitterID=52718,"Dec 20, 2004",LJ724520PY,Canada,DELASSIE GLORIOUS SHINGO,LOUNA TWO STARS FLEURANTOINE,MORIN (QC),2004
50678,Litter_Detail?LitterID=50678,"Dec 20, 2004",,Netherlands,BARANCOURT VAN DE WEYENBERG,NANDA,UNKNOWN (),2004
26230,Litter_Detail?LitterID=26230,"Dec 20, 2004",,Belgium,BEOWULF VAN HET BERNHALLA,AMARA VAN 'T PACHTHOF,VAN HORENBEKE - VAN STEEN (),2004
29060,Litter_Detail?LitterID=29060,"Dec 20, 2004",,United Kingdom,MONALOU BAXTER THE FUTURE,COPPICE SPIRIT OF CARRIE,NEIL (),2004
54701,Litter_Detail?LitterID=54701,"Dec 19, 2004",,Russia,IGOR V RUDISWIL,BERNI ZONEN LAND VALETTA,FEDOROVICHEVA () & SHEVIROVA (),2004
54702,Litter_Detail?LitterID=54702,"Dec 19, 2004",,Russia,CLIFF V GENNHART,UNIO ATRA IZ BOLSHOGO DOMA,ZHURAVLEVA (),2004
35768,Litter_Detail?LitterID=35768,"Dec 19, 2004",,United Kingdom,DUNTIBLAE CLASSIC DESIGN OF GRABURLYNN,KYLEBURN NIGHT NYMPH OF PUDDLAYBERN,LAY (),2004
11494,Litter_Detail?LitterID=11494,"Dec 19, 2004",WS113801,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2004
8507,Litter_Detail?LitterID=8507,"Dec 18, 2004",WS121212,USA,LAURIN V ZUGHOLZ,MAYNETTA'S BINA FRAULEIN,UNKNOWN (),2004
6970,Litter_Detail?LitterID=6970,"Dec 18, 2004",,Sweden,WERNER WIX HUBERT,KRONBLOMMAS ARABELLA,SUNDELL JOHANSSON,2004
29380,Litter_Detail?LitterID=29380,"Dec 18, 2004",,United Kingdom,MORGAN OF DRUMEAGUE,MARKEILA ROYAL RHOWA OF MARCHMONT,GIBSON,2004
19852,Litter_Detail?LitterID=19852,"Dec 17, 2004",,United Kingdom,ENGETAL KYBURG KNIGHT,MONNYBROOK SIMPLY SUE,BALDOCK,2004
7863,Litter_Detail?LitterID=7863,"Dec 17, 2004",WS115086,USA,GWEEBARRA  FULL THROTTLE V  CC,CRYSTAL CRK WISH UPON A STAR,LETRY (TX) & LETRY (TX) & WATSON (TX),2004
7890,Litter_Detail?LitterID=7890,"Dec 16, 2004",NA866975PY,Canada,AMATO V VINDONISSA,KUMNC MACKINLEY'S JASPER,WARD (ON),2004
8255,Litter_Detail?LitterID=8255,"Dec 16, 2004",,,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2004
8982,Litter_Detail?LitterID=8982,"Dec 16, 2004",WS113168,USA,BETHOVEN Z IPELSKEJ KOTLINY,HARLAN'S GRACE BERNESE,SORRELL,2004
12224,Litter_Detail?LitterID=12224,"Dec 16, 2004",,Belgium,FESTUS V BERGFELDER LAND,BAYLA VOM GIPFELFEUER,VAN WEYMEERSCH,2004
16410,Litter_Detail?LitterID=16410,"Dec 16, 2004",WS113373,USA,M & M MOUNTAIN'S PAT ON THE BACK,FLURINA'S LAST KISS SMOOCH,UNKNOWN (),2004
17265,Litter_Detail?LitterID=17265,"Dec 16, 2004",,Finland,RICCARRON GARFIELD,TERTZO'S YAHREEZ,KIURU (),2004
26229,Litter_Detail?LitterID=26229,"Dec 16, 2004",,Belgium,APOLLON DU FOND TOUYEN,YELTTE VAN 'T PACHTHOF,MENNECHEZ - REMY,2004
25075,Litter_Detail?LitterID=25075,"Dec 16, 2004",,France,S'NESTOR DU MAS DE CHABRENILLE,TOUNAME,UNKNOWN (),2004
18498,Litter_Detail?LitterID=18498,"Dec 15, 2004",WS133598,USA,SENDACHES RISING WOLF V HONEY BEAR,HONEYBEAR'S NOBLE VIVA,UNKNOWN (),2004
18345,Litter_Detail?LitterID=18345,"Dec 15, 2004",,Germany,DUSTY VOM ALTEN BAUERNHOF,URSEL VOM ZIEGELHÜTTEN-HOF,HORST,2004
68260,Litter_Detail?LitterID=68260,"Dec 15, 2004",,Netherlands,KRISTIAN Z. GEMERSKEJ POLOMY,AIMEE FROM THE HAPPY DOG'S FARM,,2004
68684,Litter_Detail?LitterID=68684,"Dec 15, 2004",,Netherlands,EARL MAXIMILLIAN OFF SOFIE'S PRIDE,FECKENVALE FRESH BREEZE,,2004
14646,Litter_Detail?LitterID=14646,"Dec 15, 2004",,USA,ALWIN Z IPEL'SKEJ KOTLINY,BERNA BENINO VASKO,CRADER (MO),2004
49597,Litter_Detail?LitterID=49597,"Dec 14, 2004",,Czech Republic,ELF ESSI,CHERRY Z AKATOVE ALEJE,,2004
21382,Litter_Detail?LitterID=21382,"Dec 14, 2004",,France,UNANIME DES HAUTES VERNADES,U'TESS DE LA PLAINE DU TOT,LE BIGOT,2004
25034,Litter_Detail?LitterID=25034,"Dec 13, 2004",,USA,ANTEY'S SIR SCOTT,GORBAHEGYALJAI KIRA,MARTIN (MO),2004
59851,Litter_Detail?LitterID=59851,"Dec 13, 2004",,Netherlands,SWISS STARS KING OF HEARTS II,GEORGINA VON FLORABUNDA,,2004
58096,Litter_Detail?LitterID=58096,"Dec 13, 2004",,Netherlands,ROCKY V.D. HOGE VELUWE,NANCY V/D MOOSTZICHT,,2004
11818,Litter_Detail?LitterID=11818,"Dec 13, 2004",GN479210PY,Canada,URIEL V KOPFREIN,GOLDENBREEZ MOUNT SQUIGGLES,PARKINSON (ON),2004
11776,Litter_Detail?LitterID=11776,"Dec 12, 2004",JE574080PY,Canada,OBERNOIS MIRADOR TAO,OBERNOIS JOYEUSE DOUSKA,BEAUDRY (QC),2004
9363,Litter_Detail?LitterID=9363,"Dec 12, 2004",1072135PY,Canada,LABERNESE HAN SOLO,DE-LI'S SWEET LIBERTY,MOORE,2004
15279,Litter_Detail?LitterID=15279,"Dec 12, 2004",WS115518,USA,CAR-MAR'S AJARS REFLECTION,CAR-MAR'S X-TRA SPECIAL LOVE,LOCKHART,2004
9112,Litter_Detail?LitterID=9112,"Dec 12, 2004",WS113382,USA,BLOEMCO'S YOGI BEAR,NYA HIGH MOUNTAIN BERNESE,ROGGOW,2004
9180,Litter_Detail?LitterID=9180,"Dec 12, 2004",WS116800,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2004
7160,Litter_Detail?LitterID=7160,"Dec 12, 2004",WS123451,USA,TOSHAY'S PERMIT REQUIRED,KIELERSTAR VERSERY RHYME,ARNESON (WA),2004
13627,Litter_Detail?LitterID=13627,"Dec 31, 2005",WS157754,USA,HERITAGE HARLEY,SOPHIE'S CHOICE II,WALLACE (IN),2005
15361,Litter_Detail?LitterID=15361,"Dec 31, 2005",WS161621,USA,LITTLE BEAR GEESEY,BELINDA'S SHANIA FROM BLACKBERRY FARMS,UNKNOWN (),2005
25426,Litter_Detail?LitterID=25426,"Dec 31, 2005",,Belgium,UPBEATBOY DELLA TORRE D'OVARDA,BAMBOU DU BOIS BERNOIS,ULLMAN-ZEILER,2005
25156,Litter_Detail?LitterID=25156,"Dec 30, 2005",,Hungary,ZALAPARTI-BERNI O'MEN,ZALAPARTI-BERNI JENNIFER,JUHASZ (),2005
35270,Litter_Detail?LitterID=35270,"Dec 30, 2005",,Netherlands,RODY VD BENNORA,AMBER,UNKNOWN (),2005
15766,Litter_Detail?LitterID=15766,"Dec 30, 2005",WS158997,USA,GRAND VALLEYS BADACIOUS,ROCKINGB CHERRY BUNDAS,BUNCH,2005
16774,Litter_Detail?LitterID=16774,"Dec 30, 2005",WS156576,USA,CARMAQUE'S ROWDY SANTANA,MY PRINCESS SOPHIA,UNKNOWN (),2005
13754,Litter_Detail?LitterID=13754,"Dec 30, 2005",KN675010RY,Canada,VILLAIRNS CALLAWAY,LABERNESE COUNTRY CONTESSA,GROVES (ON) & HANSON (ON),2005
13385,Litter_Detail?LitterID=13385,"Dec 30, 2005",1092818RY,Canada,BIG BEN FROM BALIHARA RANCH,BARINA VON ALPENTRAUM,PARKINSON (ON),2005
8878,Litter_Detail?LitterID=8878,"Dec 30, 2005",WS162027,USA,FOTO CAVRIANA,HANNA II,WOLFSWINKEL (IA),2005
10288,Litter_Detail?LitterID=10288,"Dec 30, 2005",BRS AG1/5 NO1352,United Kingdom,DYNAMITE V.'T BEERTJES HOF OF GLANZBERG,GLANZBERG QUEEN NELE AT HILDREK,EDMUNDS,2005
